sce_id,syn_val,compile_val,vul,vul_uncompile
190-1,"['22', '6', '16', '18', '9', '12', '20', '13', '2', '14', '28', '15', '25', '1', '4', '8', '10', '30', '11', '24', '17', '21', '3', '19', '26', '7', '5', '27', '23', '29']","['22', '6', '16', '18', '9', '12', '20', '13', '2', '14', '28', '15', '25', '1', '4', '8', '10', '30', '11', '24', '17', '21', '3', '19', '26', '7', '5', '27', '23', '29']","['1', '10', '11', '12', '13', '15', '16', '17', '18', '19', '2', '20', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '4', '5', '8', '9']",[]
787-2,"['11', '25', '2', '15', '3', '12', '4', '1', '18', '29', '5', '14', '23', '10', '6', '17', '27', '30', '26', '7', '9', '8', '24', '21', '16', '20', '19', '13', '28', '22']","['11', '25', '2', '15', '3', '12', '1', '18', '29', '5', '14', '23', '10', '6', '17', '27', '30', '26', '7', '9', '8', '24', '21', '16', '20', '19', '13', '28', '22']","['1', '13', '15', '16', '18', '24', '28', '9']",[]
119-2,"['14', '13', '3', '25', '2', '21', '7', '4', '17', '16', '11', '28', '1', '24', '18', '12', '6', '9', '20', '22', '15', '19', '23', '27', '5', '26', '30', '29', '10', '8']","['14', '13', '3', '25', '2', '21', '7', '4', '17', '16', '11', '28', '1', '24', '18', '12', '6', '9', '22', '15', '19', '23', '27', '5', '26', '10', '8']","['10', '11', '12', '14', '17', '18', '21', '22', '23', '24', '27', '28', '6']",[]
79-0,"['19', '20', '11', '6', '25', '9', '21', '2', '15', '27', '28', '18', '8', '24', '4', '16', '5', '17', '7', '1', '12', '26', '29', '10', '13', '30', '22', '3', '23', '14']","['19', '20', '6', '25', '9', '21', '2', '15', '27', '28', '18', '8', '24', '4', '5', '17', '7', '1', '26', '29', '10', '13', '30', '22', '3', '23', '14']","['10', '14', '15', '18', '24', '26', '3', '4', '8']",[]
416-0,"['11', '30', '5', '13', '9', '26', '20', '15', '25', '18', '22', '29', '14', '12', '4', '28', '3', '21', '19', '23', '8', '17', '16', '10', '1', '6', '7', '2', '24', '27']","['11', '30', '5', '13', '9', '26', '20', '15', '25', '18', '22', '29', '14', '12', '4', '28', '3', '21', '19', '23', '8', '17', '16', '10', '1', '6', '7', '2', '24', '27']",['29'],[]
20-0,"['19', '26', '4', '25', '17', '16', '1', '24', '2', '23', '22', '6', '7', '3', '20', '8', '11', '29', '12', '21', '15', '18', '27', '5', '10', '14', '30', '28', '13', '9']","['19', '26', '4', '25', '17', '1', '24', '2', '23', '22', '6', '7', '3', '20', '8', '11', '29', '12', '21', '15', '18', '5', '10', '14', '30', '28', '13', '9']",[],[]
732-1,"['2', '30', '29', '26', '14', '23', '21', '24', '9', '25', '27', '15', '7', '8', '16', '1', '5', '13', '22', '4', '3', '10', '6', '19', '17', '12', '18', '11', '20', '28']","['2', '26', '23', '7', '8', '1', '13', '4', '3', '19', '12', '11', '20', '28']","['1', '19', '20', '26', '28', '4']","['17', '18', '22', '29']"
22-0,"['2', '16', '13', '10', '20', '17', '7', '27', '23', '9', '3', '21', '12', '11', '6', '25', '19', '1', '5', '18', '24', '14', '29', '22', '15', '30', '4', '8', '28', '26']","['2', '13', '10', '17', '7', '27', '9', '3', '12', '11', '6', '25', '19', '1', '5', '24', '14', '29', '22', '15', '30', '8']","['1', '10', '13', '14', '15', '17', '2', '22', '24', '27', '29', '3', '30', '5', '6', '7', '8', '9']",['18']
79-2,"['7', '17', '2', '5', '15', '30', '27', '13', '10', '29', '6', '28', '1', '26', '19', '24', '20', '14', '18', '3', '11', '12', '8', '25', '21', '16', '23', '22', '9', '4']","['17', '15', '13', '10', '6', '26', '19', '18', '3', '12', '25', '21', '16', '23', '22', '9', '4']","['10', '23', '26', '4']","['28', '11']"
78-1,"['22', '16', '13', '1', '6', '24', '21', '30', '10', '26', '29', '12', '3', '23', '19', '27', '11', '14', '7', '15', '20', '17', '4', '28', '18', '2', '5', '9', '8', '25']","['22', '16', '1', '6', '21', '30', '10', '26', '29', '3', '23', '19', '27', '7', '15', '20', '4', '5', '9']","['1', '10', '15', '16', '19', '20', '21', '22', '23', '26', '27', '29', '3', '30', '4', '6', '7', '9']","['11', '12', '13', '2', '24', '8']"
732-0,"['19', '28', '10', '6', '8', '3', '12', '14', '17', '30', '13', '25', '24', '23', '27', '21', '5', '15', '4', '26', '9', '18', '16', '29', '1', '2', '22', '11', '7', '20']","['6', '3', '12', '13', '25', '24', '21', '5', '4', '26', '9', '16', '11', '7', '20']","['16', '20', '21', '24', '3', '4', '7']","['10', '28', '8']"
