sce_id,syn_val,compile_val,vul,vul_uncompile
416-1,"['25', '3', '18', '15', '27', '12', '14', '13', '5', '7', '6', '8', '26', '28', '4', '20', '19', '22', '1', '11', '29', '23', '24', '16', '21', '9', '10', '30', '2', '17']","['25', '3', '18', '15', '27', '12', '14', '13', '5', '7', '6', '26', '28', '4', '20', '19', '22', '1', '11', '29', '23', '24', '16', '21', '9', '10', '30', '2']",['19'],[]
476-2,"['23', '28', '17', '6', '14', '24', '12', '27', '7', '25', '5', '8', '13', '3', '4', '10', '19', '11', '2', '30', '22', '15', '20', '26', '16', '18', '9', '29', '1', '21']","['28', '17', '6', '14', '24', '12', '27', '7', '25', '5', '8', '13', '3', '4', '10', '19', '11', '2', '30', '22', '15', '20', '26', '16', '18', '9', '29', '1', '21']","['10', '11', '12', '13', '14', '17', '18', '2', '20', '21', '22', '25', '26', '27', '30', '5', '6']",['23']
476-0,"['29', '22', '7', '12', '8', '30', '19', '28', '16', '17', '5', '20', '24', '6', '23', '11', '4', '26', '9', '21', '10', '18', '15', '25', '13', '1', '3', '2', '27', '14']","['29', '7', '12', '30', '19', '28', '16', '17', '5', '20', '24', '6', '23', '4', '26', '9', '21', '10', '18', '15', '25', '13', '1', '3', '2', '27', '14']","['1', '10', '12', '13', '14', '15', '16', '18', '2', '20', '21', '23', '24', '26', '27', '28', '29', '3', '30', '4', '5', '6', '9']","['11', '22']"
78-0,"['28', '19', '2', '23', '11', '21', '25', '30', '13', '7', '10', '26', '6', '27', '18', '20', '1', '24', '8', '14', '9', '12', '17', '29', '3', '16', '15', '4', '5', '22']","['28', '19', '2', '23', '11', '21', '25', '30', '13', '7', '10', '26', '6', '27', '18', '20', '1', '24', '8', '14', '9', '12', '17', '29', '3', '16', '15', '4', '5', '22']","['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '21', '22', '23', '25', '26', '27', '28', '29', '3', '30', '5', '6', '7', '8', '9']",[]
787-0,"['8', '11', '3', '17', '28', '20', '6', '22', '18', '26', '12', '24', '4', '5', '13', '25', '7', '21', '19', '9', '1', '10', '16', '30', '27', '29', '2', '14', '23', '15']","['8', '3', '17', '28', '20', '6', '22', '18', '26', '12', '24', '4', '5', '13', '25', '21', '19', '9', '1', '10', '16', '27', '29', '2', '14', '23', '15']","['10', '12', '15', '19', '21', '23', '24', '27', '28', '3', '4', '5', '6']",['30']
190-1,"['6', '1', '11', '19', '7', '26', '29', '9', '12', '2', '22', '23', '30', '14', '15', '27', '28', '8', '18', '3', '25', '20', '16', '24', '5', '4', '21', '17', '10', '13']","['6', '1', '11', '19', '7', '26', '29', '9', '12', '2', '22', '23', '30', '14', '15', '27', '28', '8', '18', '3', '25', '20', '16', '24', '5', '4', '21', '17', '10', '13']","['10', '11', '13', '17', '19', '2', '20', '22', '24', '26', '28', '30', '8']",[]
787-2,"['19', '5', '29', '13', '15', '12', '8', '28', '22', '27', '20', '2', '6', '14', '18', '4', '7', '24', '30', '3', '16', '1', '17', '23', '9', '25', '21', '26', '11', '10']","['9', '25']",[],"['1', '1', '10', '10', '11', '12', '13', '13', '15', '16', '19', '20', '22', '23', '28', '4']"
119-2,"['14', '16', '26', '24', '3', '19', '17', '4', '10', '2', '13', '23', '5', '29', '25', '11', '28', '8', '7', '30', '15', '9', '22', '21', '18', '6', '1', '27', '12', '20']","['14', '16', '26', '24', '3', '19', '17', '4', '2', '13', '23', '5', '25', '11', '28', '8', '7', '30', '15', '9', '22', '21', '18', '6', '1', '27', '12', '20']","['1', '14', '16', '2', '22', '25', '3', '30', '6', '9']",[]
79-0,"['16', '25', '14', '30', '28', '3', '5', '12', '4', '10', '17', '21', '6', '20', '27', '7', '22', '26', '24', '2', '9', '8', '29', '1', '19', '11', '15', '13', '23', '18']","['16', '25', '14', '30', '28', '3', '5', '12', '4', '10', '17', '21', '6', '20', '27', '7', '22', '26', '2', '9', '8', '29', '1', '19', '11', '15', '13', '23', '18']","['10', '11', '12', '14', '15', '16', '18', '27', '29', '3', '6', '7', '8']",[]
416-0,"['29', '25', '27', '19', '13', '23', '12', '1', '14', '26', '6', '3', '15', '4', '30', '9', '8', '20', '24', '11', '7', '10', '18', '17', '16', '2', '5', '28', '21', '22']","['29', '25', '27', '19', '13', '23', '12', '1', '14', '26', '6', '3', '15', '4', '30', '9', '8', '20', '24', '11', '7', '10', '17', '16', '2', '5', '28', '21', '22']",[],"['18', '18', '18', '18']"
20-0,"['11', '20', '28', '6', '21', '23', '27', '18', '22', '9', '25', '10', '8', '12', '1', '29', '24', '16', '4', '7', '26', '14', '3', '15', '17', '5', '2', '13', '19', '30']","['11', '20', '28', '6', '21', '23', '27', '22', '9', '25', '10', '8', '12', '1', '29', '24', '16', '4', '7', '26', '14', '3', '15', '17', '5', '2', '13', '19', '30']",[],[]
732-1,"['8', '29', '20', '10', '15', '22', '23', '3', '6', '26', '7', '25', '13', '5', '30', '18', '24', '12', '19', '27', '1', '16', '17', '28', '21', '11', '9', '4', '2', '14']","['8', '29', '20', '10', '15', '22', '23', '3', '6', '26', '7', '13', '30', '18', '24', '12', '19', '27', '1', '16', '17', '28', '11', '9', '4', '2']","['10', '16', '17', '2', '28', '8']","['21', '21', '5']"
22-0,"['16', '15', '8', '9', '4', '17', '27', '20', '23', '3', '26', '1', '12', '24', '6', '13', '21', '22', '28', '14', '30', '19', '25', '2', '29', '10', '7', '11', '5', '18']","['16', '15', '8', '9', '4', '17', '27', '20', '23', '26', '1', '12', '24', '6', '13', '21', '22', '28', '14', '30', '19', '25', '2', '29', '10', '7', '11', '5', '18']","['1', '10', '14', '15', '17', '18', '19', '2', '20', '21', '24', '28', '29', '4', '5', '7', '8']",[]
79-2,"['17', '19', '9', '28', '24', '30', '29', '23', '26', '27', '1', '11', '21', '20', '22', '7', '4', '16', '13', '8', '3', '6', '18', '14', '10', '2', '15', '5', '25', '12']","['17', '19', '9', '28', '24', '30', '23', '26', '1', '11', '22', '7', '4', '16', '13', '8', '3', '6', '18', '14', '10', '2', '15', '5', '12']","['14', '17', '18', '23', '24', '26', '3', '30', '9', '12', '15', '5']",[]
78-1,"['17', '7', '15', '27', '2', '6', '29', '23', '21', '22', '3', '9', '19', '26', '16', '18', '10', '20', '5', '13', '12', '14', '28', '11', '30', '8', '24', '1', '25', '4']","['17', '7', '15', '27', '2', '6', '29', '23', '21', '22', '9', '26', '16', '10', '20', '5', '13', '12', '14', '28', '11', '30', '8', '24', '1', '25', '4']","['1', '10', '11', '12', '14', '16', '17', '2', '20', '21', '23', '25', '26', '27', '28', '29', '30', '4', '5', '7', '8', '9']","['18', '19', '3']"
732-0,"['11', '8', '17', '6', '29', '22', '16', '9', '2', '1', '24', '23', '13', '27', '20', '30', '25', '7', '3', '5', '28', '15', '19', '4', '14', '21', '26', '18', '12', '10']","['11', '8', '17', '6', '29', '22', '16', '9', '2', '1', '24', '23', '27', '20', '30', '7', '5', '28', '15', '19', '4', '21', '26', '18', '12', '10']","['15', '18', '19', '2', '21', '26', '29', '30', '8']","['13', '25', '3']"
