sce_id,syn_val,compile_val,vul,vul_uncompile
476-2,"['28', '17', '6', '14', '24', '12', '27', '7', '3', '25', '5', '8', '13', '4', '10', '11', '2', '19', '30', '22', '15', '20', '26', '16', '18', '9', '29', '1', '23', '21']","['28', '17', '6', '14', '24', '12', '27', '7', '25', '5', '8', '13', '4', '10', '11', '2', '30', '22', '15', '20', '26', '16', '18', '9', '29', '1', '23', '21']","['1', '11', '12', '17', '20', '21', '22', '23', '25', '26', '27', '28', '30', '4', '5', '6', '9']",['19']
476-0,"['29', '7', '12', '30', '19', '28', '16', '17', '5', '13', '20', '24', '11', '6', '22', '23', '8', '4', '26', '9', '21', '10', '18', '15', '25', '1', '3', '2', '27', '14']","['29', '7', '12', '30', '19', '28', '16', '17', '5', '20', '24', '11', '6', '22', '23', '8', '4', '26', '9', '21', '10', '18', '15', '25', '1', '3', '2', '27', '14']","['1', '10', '12', '14', '15', '16', '17', '18', '19', '2', '21', '22', '23', '24', '26', '27', '28', '29', '30', '4', '5', '6', '8', '9']","['13', '13']"
78-0,"['28', '25', '19', '2', '23', '11', '21', '30', '7', '10', '26', '18', '6', '27', '20', '1', '24', '13', '8', '14', '12', '9', '17', '29', '3', '16', '15', '4', '5', '22']","['28', '19', '2', '23', '11', '21', '30', '7', '10', '26', '6', '27', '20', '1', '24', '8', '14', '12', '17', '29', '3', '16', '15', '4', '5', '22']","['1', '10', '11', '12', '14', '15', '16', '17', '19', '2', '20', '21', '22', '24', '26', '27', '28', '3', '30', '4', '5', '6', '8']","['13', '18', '25', '9']"
787-0,"['8', '11', '3', '17', '28', '20', '6', '22', '18', '26', '12', '24', '4', '5', '13', '25', '21', '19', '9', '15', '1', '30', '7', '10', '16', '27', '29', '2', '14', '23']","['8', '3', '17', '28', '20', '6', '22', '18', '26', '12', '24', '4', '5', '13', '25', '21', '19', '9', '1', '30', '7', '10', '16', '27', '29', '2', '14', '23']","['1', '10', '14', '18', '19', '20', '24', '27', '28', '29', '30', '4', '5', '6', '7', '8', '9']","['11', '15', '15', '15']"
190-1,"['6', '1', '11', '19', '7', '26', '29', '9', '12', '2', '22', '23', '14', '15', '27', '28', '8', '18', '3', '25', '20', '30', '16', '24', '5', '4', '21', '17', '10', '13']","['6', '1', '11', '19', '7', '26', '29', '9', '12', '2', '22', '23', '14', '15', '27', '28', '8', '18', '3', '25', '20', '16', '24', '5', '4', '21', '17', '10', '13']","['1', '12', '13', '14', '18', '19', '20', '21', '22', '23', '24', '25', '27', '28', '29', '3', '4', '8', '9']",[]
787-2,"['2', '14', '17', '8', '24', '10', '27', '18', '4', '16', '30', '7', '12', '13', '28', '6', '5', '20', '15', '26', '3', '23', '11', '1', '21', '9', '19', '25', '29', '22']","['2', '14', '17', '24', '10', '27', '18', '4', '16', '30', '7', '12', '13', '28', '6', '5', '20', '15', '26', '23', '11', '21', '9', '19', '25', '29', '22']","['14', '15', '18', '24', '28', '30', '4', '5', '9']",['3']
119-2,"['14', '16', '26', '24', '3', '19', '17', '4', '2', '13', '23', '5', '25', '11', '22', '28', '8', '7', '30', '15', '9', '29', '21', '18', '10', '12', '6', '1', '27', '20']","['14', '16', '26', '24', '3', '19', '17', '4', '2', '13', '23', '5', '25', '11', '28', '8', '7', '30', '15', '9', '29', '21', '18', '10', '6', '1', '27', '20']","['1', '10', '11', '16', '18', '19', '2', '20', '25', '27', '29', '3', '4', '5', '6', '7', '8', '9']",[]
79-0,"['16', '25', '14', '30', '28', '3', '5', '12', '4', '10', '17', '21', '6', '20', '27', '7', '22', '26', '24', '2', '9', '8', '29', '1', '19', '11', '15', '13', '23', '18']","['16', '25', '14', '30', '28', '3', '5', '12', '4', '10', '17', '21', '6', '20', '27', '7', '22', '26', '2', '9', '8', '29', '1', '19', '11', '15', '13', '23', '18']","['1', '10', '15', '16', '17', '22', '26', '28']",[]
416-0,"['29', '25', '27', '19', '13', '23', '12', '1', '14', '26', '6', '3', '15', '4', '30', '9', '8', '20', '24', '11', '7', '10', '17', '16', '2', '5', '18', '28', '21', '22']","['29', '25', '27', '19', '13', '23', '12', '1', '14', '26', '6', '3', '15', '4', '30', '9', '8', '20', '24', '11', '7', '10', '17', '16', '2', '5', '18', '28', '21', '22']",['19'],[]
20-0,"['11', '20', '28', '6', '21', '18', '23', '27', '22', '9', '25', '10', '8', '12', '1', '29', '24', '16', '4', '7', '26', '14', '3', '15', '17', '5', '2', '13', '19', '30']","['11', '20', '28', '6', '21', '18', '23', '27', '22', '9', '25', '10', '8', '12', '1', '29', '24', '16', '4', '7', '26', '14', '3', '15', '17', '5', '2', '13', '19', '30']",[],[]
732-1,"['8', '29', '10', '20', '21', '22', '15', '23', '3', '6', '26', '7', '13', '30', '18', '28', '12', '19', '27', '1', '16', '17', '5', '24', '14', '25', '11', '9', '4', '2']","['8', '29', '20', '21', '22', '23', '3', '6', '26', '7', '13', '30', '18', '12', '19', '27', '1', '16', '17', '5', '14', '25', '11', '9', '4', '2']",['20'],"['10', '15', '24']"
22-0,"['16', '15', '8', '9', '4', '17', '27', '20', '23', '26', '1', '12', '24', '6', '13', '22', '28', '14', '30', '19', '21', '25', '2', '3', '29', '10', '7', '11', '5', '18']","['16', '15', '8', '9', '4', '17', '27', '20', '23', '26', '1', '12', '24', '6', '13', '22', '28', '14', '30', '19', '25', '2', '3', '29', '10', '7', '11', '5', '18']","['1', '10', '11', '12', '15', '16', '18', '20', '24', '25', '27', '28', '29', '30', '4', '5', '6']",['21']
79-2,"['21', '20', '17', '19', '26', '9', '28', '24', '30', '29', '23', '5', '1', '11', '22', '7', '4', '16', '13', '8', '25', '3', '27', '6', '18', '14', '10', '2', '15', '12']","['21', '20', '17', '19', '9', '28', '24', '30', '29', '23', '1', '11', '22', '7', '4', '16', '13', '8', '25', '3', '27', '6', '18', '14', '10', '2', '15', '12']","['12', '28', '30', '27']",[]
78-1,"['17', '7', '15', '27', '2', '6', '29', '23', '19', '21', '22', '9', '26', '3', '16', '10', '20', '5', '13', '12', '14', '28', '11', '30', '8', '24', '1', '18', '25', '4']","['17', '7', '15', '27', '2', '6', '29', '23', '19', '21', '22', '9', '26', '3', '16', '10', '20', '5', '13', '12', '14', '28', '11', '30', '8', '24', '1', '18', '25', '4']","['1', '10', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '4', '5', '6', '7', '9']",[]
732-0,"['11', '17', '6', '29', '16', '2', '24', '23', '9', '27', '7', '20', '30', '8', '22', '5', '28', '15', '19', '4', '3', '14', '21', '1', '26', '10', '18', '13', '12', '25']","['11', '17', '6', '29', '2', '24', '23', '27', '20', '30', '5', '28', '15', '19', '4', '3', '21', '26', '18', '13', '12', '25']","['11', '2', '24', '26', '6']","['1', '10', '14', '16', '7', '9']"
