sce_id,syn_val,compile_val,vul,vul_uncompile
190-1,"['22', '6', '16', '18', '9', '12', '20', '13', '2', '14', '28', '15', '25', '1', '4', '8', '10', '30', '11', '24', '17', '21', '3', '19', '26', '7', '5', '27', '23', '29']","['22', '6', '16', '18', '9', '12', '20', '13', '2', '14', '28', '15', '25', '1', '4', '8', '10', '30', '11', '24', '17', '21', '3', '19', '26', '7', '5', '27', '23', '29']","['1', '12', '14', '15', '17', '19', '2', '20', '21', '23', '24', '25', '26', '27', '28', '3', '30', '4', '5', '6', '8', '9']",[]
787-2,"['11', '25', '2', '15', '3', '4', '12', '22', '1', '18', '29', '5', '14', '10', '23', '6', '17', '27', '30', '26', '7', '9', '8', '24', '21', '16', '20', '19', '13', '28']","['11', '25', '2', '15', '3', '4', '12', '1', '18', '29', '5', '14', '10', '6', '17', '27', '30', '26', '7', '9', '8', '24', '21', '16', '20', '19', '13', '28']","['21', '25', '28', '30', '5']",['23']
119-2,"['20', '14', '13', '3', '25', '2', '21', '7', '30', '4', '17', '16', '11', '28', '1', '24', '18', '12', '6', '9', '22', '15', '19', '23', '29', '27', '5', '26', '10', '8']","['20', '14', '13', '3', '25', '2', '21', '7', '30', '4', '17', '16', '11', '28', '1', '24', '18', '12', '6', '9', '22', '15', '19', '23', '29', '27', '5', '26', '10', '8']","['10', '13', '14', '15', '18', '19', '25', '27', '30', '6']",[]
79-0,"['19', '20', '6', '12', '9', '21', '2', '15', '25', '27', '28', '18', '16', '8', '24', '4', '5', '17', '7', '1', '26', '29', '10', '13', '30', '11', '22', '3', '23', '14']","['19', '20', '6', '12', '9', '21', '2', '15', '27', '28', '18', '16', '8', '24', '4', '5', '17', '7', '1', '26', '29', '10', '13', '30', '11', '22', '3', '23', '14']","['1', '13', '16', '20', '23', '27', '29', '3', '5', '9']",[]
416-0,"['11', '30', '5', '13', '9', '26', '20', '15', '25', '18', '22', '29', '14', '12', '4', '28', '3', '21', '19', '23', '8', '17', '16', '10', '1', '6', '7', '2', '24', '27']","['11', '30', '5', '13', '9', '26', '20', '15', '25', '18', '22', '29', '14', '12', '4', '28', '3', '21', '19', '23', '8', '17', '16', '10', '1', '6', '7', '2', '24', '27']",['20'],[]
20-0,"['19', '26', '4', '25', '17', '1', '24', '2', '23', '22', '6', '7', '3', '20', '8', '11', '29', '12', '21', '15', '18', '5', '16', '10', '14', '30', '28', '27', '13', '9']","['19', '26', '4', '25', '17', '1', '24', '2', '23', '22', '6', '7', '3', '20', '8', '11', '29', '12', '21', '15', '18', '5', '16', '10', '14', '30', '28', '27', '13', '9']",[],[]
732-1,"['30', '29', '14', '27', '9', '11', '25', '15', '10', '21', '8', '17', '16', '5', '13', '22', '4', '24', '3', '7', '6', '19', '12', '18', '20', '23', '1', '28', '2', '26']","['27', '10', '21', '8', '17', '13', '4', '24', '19', '12', '18', '20', '28']","['13', '17', '18', '20', '24']","['11', '14', '16', '23', '25', '25', '29', '5', '5', '9']"
22-0,"['2', '8', '3', '13', '18', '20', '17', '7', '9', '27', '21', '12', '11', '6', '25', '16', '19', '1', '5', '28', '26', '24', '10', '14', '29', '22', '15', '30', '23', '4']","['2', '13', '18', '20', '17', '7', '27', '12', '11', '6', '25', '16', '19', '1', '5', '28', '26', '24', '14', '29', '22', '15', '30', '23', '4']","['11', '12', '15', '18', '20', '22', '24', '26', '27', '29', '30', '4', '7']",[]
79-2,"['17', '7', '5', '27', '1', '2', '15', '20', '13', '10', '6', '28', '26', '19', '24', '14', '11', '3', '8', '25', '21', '16', '30', '23', '22', '12', '9', '4', '18', '29']","['17', '7', '5', '27', '1', '2', '15', '20', '13', '10', '6', '26', '19', '14', '11', '3', '8', '25', '21', '16', '30', '23', '22', '9', '4', '29']","['10', '14', '2', '5']",[]
78-1,"['22', '16', '1', '13', '6', '30', '10', '8', '21', '29', '14', '3', '23', '9', '27', '19', '12', '7', '15', '20', '17', '11', '4', '26', '2', '24', '18', '28', '5', '25']","['22', '16', '6', '30', '10', '8', '29', '14', '23', '19', '12', '7', '15', '20', '11', '4', '2', '24', '28', '5']","['10', '11', '12', '14', '15', '16', '2', '20', '22', '23', '24', '28', '29', '30', '4', '5', '6', '7', '8']","['13', '18', '21', '25', '26', '27', '27', '3', '3', '3']"
732-0,"['8', '19', '28', '5', '27', '30', '23', '12', '14', '21', '26', '6', '17', '10', '13', '25', '24', '15', '20', '9', '18', '16', '29', '4', '7', '2', '1', '11', '22', '3']","['8', '27', '30', '23', '10', '13', '25', '24', '16', '2', '1']","['10', '23', '24', '27']","['11', '12', '18', '19', '22', '28', '5', '7']"
