sce_id,syn_val,compile_val,vul,vul_uncompile
787-2,"['2', '28', '18', '11', '27', '9', '3', '4', '22', '1', '8', '13', '17', '10', '12', '23', '6', '30', '20', '16', '5', '21', '15', '29', '25', '7', '24', '19', '26', '14']","['1', '10', '6', '30']",[],"['12', '18', '19', '21', '23', '27', '5', '8', '9', '9']"
119-2,"['20', '13', '3', '21', '11', '7', '30', '4', '17', '16', '28', '1', '2', '24', '18', '12', '14', '6', '9', '23', '22', '15', '29', '27', '5', '26', '10', '25', '8', '19']","['20', '3', '21', '7', '30', '4', '17', '16', '28', '1', '24', '18', '12', '6', '9', '22', '15', '29', '27', '5', '26', '10', '8']","['12', '15', '24', '26', '5', '6', '7', '8']",[]
79-0,"['19', '20', '6', '12', '25', '9', '7', '21', '2', '15', '27', '28', '18', '16', '8', '24', '4', '5', '17', '1', '26', '29', '10', '13', '30', '11', '22', '3', '23', '14']","['19', '20', '6', '12', '25', '9', '21', '2', '15', '27', '28', '18', '16', '8', '24', '4', '5', '17', '26', '29', '10', '13', '30', '11', '22', '3', '23', '14']","['10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '22', '23', '24', '25', '27', '29', '3', '30', '4', '5', '6', '21', '28']",['1']
416-0,"['11', '30', '21', '5', '26', '20', '15', '25', '18', '22', '29', '14', '12', '4', '28', '3', '23', '8', '17', '2', '16', '10', '19', '1', '13', '6', '7', '9', '24', '27']","['11', '30', '5', '26', '20', '15', '25', '18', '22', '29', '14', '12', '4', '28', '3', '23', '8', '17', '16', '10', '1', '6', '7', '24', '27']",[],[]
20-0,"['19', '26', '4', '25', '1', '24', '2', '23', '6', '7', '3', '20', '8', '11', '29', '12', '21', '15', '18', '5', '16', '10', '14', '30', '28', '27', '17', '13', '22', '9']","['19', '26', '4', '25', '1', '24', '2', '23', '6', '7', '3', '20', '8', '11', '29', '12', '21', '15', '18', '5', '16', '10', '14', '30', '28', '27', '13', '9']",[],[]
732-1,"['2', '30', '4', '12', '14', '13', '27', '24', '9', '11', '15', '21', '22', '8', '16', '5', '29', '3', '10', '7', '6', '19', '17', '18', '20', '25', '23', '1', '28', '26']","['2', '27', '21', '22', '29', '3', '19', '18', '25', '28']","['2', '28', '29', '3']","['10', '12', '14', '15', '16', '6', '7', '8']"
22-0,"['2', '13', '18', '10', '20', '7', '27', '9', '3', '14', '12', '11', '6', '25', '16', '19', '1', '5', '26', '24', '17', '29', '22', '21', '15', '30', '23', '8', '4', '28']","['2', '13', '18', '10', '20', '7', '27', '9', '3', '11', '6', '25', '16', '19', '1', '5', '26', '24', '29', '22', '21', '15', '30', '23', '8', '4']","['1', '11', '18', '19', '2', '20', '21', '23', '24', '26', '3', '30', '4', '5', '7']",[]
79-2,"['7', '17', '2', '15', '5', '1', '10', '30', '25', '28', '27', '13', '6', '26', '14', '20', '18', '11', '12', '21', '8', '3', '16', '24', '23', '22', '9', '19', '4', '29']","['17', '1', '28', '13', '6', '26', '14', '18', '12', '8', '16', '24', '23', '22', '9', '4', '29']","['14', '16', '24', '28', '29', '26']",[]
78-1,"['23', '13', '1', '10', '24', '30', '22', '21', '6', '26', '16', '14', '12', '3', '19', '15', '27', '29', '11', '7', '20', '17', '4', '28', '18', '2', '5', '9', '8', '25']","['1', '30', '26', '14', '27', '7', '20', '4', '5', '9']","['1', '14', '26', '30', '4', '5', '9']","['12', '13', '29', '3', '6']"
732-0,"['8', '19', '28', '10', '6', '25', '30', '23', '12', '14', '21', '13', '24', '27', '22', '5', '15', '4', '20', '26', '9', '18', '16', '29', '2', '1', '11', '7', '3', '17']","['8', '6', '30', '23', '13', '24', '22', '5', '4', '26', '9', '16', '2', '11', '7', '17']","['11', '23', '26', '30', '6', '8']","['1', '21', '25', '3']"
