sce_id,syn_val,compile_val,vul,vul_uncompile
416-1,"['25', '3', '18', '15', '27', '12', '14', '13', '5', '7', '8', '6', '26', '28', '4', '20', '17', '19', '22', '1', '11', '29', '23', '24', '16', '21', '9', '10', '30', '2']","['25', '3', '18', '15', '27', '12', '14', '13', '5', '7', '8', '6', '26', '28', '4', '20', '17', '19', '22', '1', '11', '29', '23', '24', '16', '21', '9', '10', '30', '2']",[],[]
476-2,"['28', '17', '6', '14', '24', '12', '27', '7', '15', '25', '5', '8', '13', '3', '4', '10', '19', '11', '2', '30', '22', '20', '26', '16', '9', '29', '18', '1', '23', '21']","['28', '17', '6', '14', '24', '12', '27', '7', '25', '5', '8', '13', '3', '4', '10', '19', '11', '2', '30', '22', '20', '26', '16', '9', '29', '1', '23', '21']","['1', '10', '12', '14', '16', '17', '19', '2', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '4', '5', '8']","['15', '15', '18']"
476-0,"['29', '7', '12', '30', '19', '28', '16', '17', '5', '20', '11', '15', '6', '22', '24', '23', '8', '4', '26', '9', '21', '10', '18', '25', '13', '1', '3', '2', '27', '14']","['29', '7', '12', '30', '19', '28', '16', '17', '5', '20', '11', '6', '22', '23', '8', '4', '26', '9', '21', '10', '18', '25', '13', '1', '3', '2', '27', '14']","['1', '10', '11', '12', '13', '14', '16', '17', '19', '2', '20', '23', '25', '26', '28', '29', '3', '4', '6', '7', '8']","['24', '24']"
78-0,"['28', '19', '26', '11', '21', '25', '13', '7', '10', '17', '6', '2', '27', '18', '20', '1', '23', '24', '8', '9', '12', '14', '30', '29', '3', '16', '15', '4', '5', '22']","['28', '19', '11', '21', '25', '13', '7', '10', '6', '27', '18', '20', '1', '24', '8', '9', '12', '29', '3', '16', '15', '4', '5', '22']","['1', '11', '12', '13', '15', '18', '19', '20', '21', '25', '27', '28', '29', '3', '4', '5', '6', '7', '8', '9']","['14', '17', '2', '23', '30']"
787-0,"['8', '3', '17', '28', '20', '6', '22', '18', '26', '12', '24', '4', '5', '13', '25', '21', '19', '9', '1', '30', '7', '10', '16', '27', '29', '2', '14', '23', '15', '11']","['8', '3', '17', '28', '20', '6', '22', '18', '26', '12', '24', '4', '5', '13', '25', '21', '19', '9', '1', '30', '7', '10', '16', '27', '29', '2', '14', '23', '15', '11']","['10', '11', '12', '14', '16', '17', '19', '20', '21', '22', '24', '25', '28', '3', '30', '4', '6']",[]
190-1,"['6', '1', '11', '3', '19', '7', '26', '29', '9', '12', '2', '22', '23', '30', '14', '15', '27', '28', '8', '18', '25', '20', '16', '24', '5', '4', '21', '17', '10', '13']","['6', '1', '11', '19', '7', '26', '29', '9', '12', '2', '22', '23', '30', '14', '15', '27', '28', '8', '18', '25', '20', '16', '24', '5', '4', '21', '17', '10', '13']","['1', '10', '11', '13', '14', '16', '17', '18', '19', '2', '21', '23', '24', '25', '27', '28', '29', '4', '5', '6', '7', '9']",['3']
787-2,"['2', '14', '5', '1', '17', '24', '10', '27', '18', '4', '16', '30', '7', '9', '12', '13', '28', '6', '20', '3', '8', '15', '26', '23', '11', '21', '19', '25', '29', '22']","['2', '14', '1', '17', '24', '10', '27', '18', '4', '16', '30', '7', '12', '13', '28', '6', '20', '3', '8', '15', '26', '23', '11', '21', '19', '25', '29', '22']","['17', '21', '26']","['5', '5', '5']"
119-2,"['14', '16', '26', '24', '3', '19', '17', '4', '13', '5', '25', '11', '23', '2', '28', '8', '7', '30', '15', '9', '29', '22', '21', '18', '10', '6', '1', '27', '12', '20']","['14', '16', '26', '24', '3', '19', '17', '4', '13', '5', '25', '11', '28', '8', '7', '30', '15', '9', '29', '22', '21', '18', '10', '6', '1', '27', '12', '20']","['1', '16', '18', '20', '21', '26', '27', '4', '9']",[]
79-0,"['16', '25', '14', '30', '28', '24', '3', '5', '12', '4', '10', '17', '21', '7', '6', '20', '27', '1', '22', '26', '2', '9', '8', '29', '19', '11', '15', '13', '23', '18']","['16', '25', '14', '30', '28', '24', '3', '5', '12', '4', '10', '17', '21', '6', '20', '27', '22', '26', '2', '9', '8', '29', '19', '11', '15', '13', '23', '18']","['11', '15', '16', '18', '19', '21', '22', '23', '28', '29', '3', '9']",[]
416-0,"['29', '25', '27', '19', '13', '23', '12', '1', '14', '26', '6', '3', '15', '4', '30', '9', '8', '20', '24', '11', '7', '10', '17', '16', '2', '5', '18', '28', '21', '22']","['29', '25', '27', '19', '13', '23', '12', '1', '14', '26', '6', '3', '15', '4', '30', '9', '8', '20', '24', '11', '7', '10', '17', '16', '2', '5', '18', '28', '21', '22']","['30', '5']",[]
20-0,"['11', '20', '28', '6', '21', '18', '23', '27', '22', '9', '25', '10', '8', '12', '1', '29', '24', '16', '4', '7', '26', '14', '3', '15', '17', '5', '2', '13', '19', '30']","['11', '20', '28', '6', '21', '18', '23', '27', '22', '9', '25', '10', '8', '12', '1', '29', '24', '16', '4', '7', '26', '14', '3', '15', '17', '5', '2', '13', '19', '30']",[],[]
732-1,"['8', '29', '20', '10', '21', '15', '22', '23', '3', '6', '26', '7', '13', '30', '18', '24', '12', '19', '27', '1', '16', '17', '28', '5', '14', '25', '11', '9', '4', '2']","['8', '29', '20', '10', '21', '15', '22', '23', '3', '6', '26', '7', '13', '30', '18', '24', '12', '19', '27', '1', '16', '17', '28', '5', '14', '25', '11', '9', '4', '2']","['1', '2', '21', '23', '25', '6', '8']",[]
22-0,"['29', '8', '9', '16', '4', '17', '27', '20', '23', '24', '15', '26', '1', '12', '13', '21', '6', '22', '14', '30', '19', '28', '25', '2', '3', '10', '7', '11', '5', '18']","['8', '9', '4', '17', '27', '20', '23', '26', '1', '12', '13', '21', '22', '14', '30', '19', '25', '2', '3', '10', '7', '11', '5', '18']","['10', '11', '13', '19', '2', '26', '27', '4', '5', '7', '8', '9']","['28', '29']"
79-2,"['21', '20', '17', '19', '9', '28', '24', '30', '29', '23', '26', '1', '11', '22', '7', '4', '16', '13', '8', '25', '3', '27', '6', '18', '14', '10', '2', '15', '5', '12']","['21', '20', '17', '19', '9', '28', '24', '30', '29', '23', '26', '1', '11', '22', '7', '4', '16', '13', '8', '25', '3', '27', '6', '18', '14', '10', '2', '15', '5', '12']","['16', '3', '8']",[]
78-1,"['17', '7', '15', '27', '2', '6', '29', '23', '19', '21', '22', '9', '26', '3', '16', '10', '14', '20', '5', '13', '12', '28', '11', '30', '8', '24', '1', '25', '18', '4']","['17', '7', '15', '27', '2', '6', '29', '23', '19', '21', '22', '9', '26', '3', '16', '10', '20', '5', '13', '12', '28', '11', '30', '8', '24', '1', '18', '4']","['1', '10', '11', '12', '13', '15', '16', '17', '18', '2', '20', '22', '23', '24', '26', '27', '29', '3', '30', '4', '5', '6', '8', '9']","['14', '14', '25']"
732-0,"['11', '8', '17', '6', '29', '22', '9', '16', '24', '23', '27', '20', '30', '25', '7', '5', '28', '15', '19', '4', '3', '14', '21', '1', '26', '2', '18', '13', '12', '10']","['11', '8', '17', '6', '29', '22', '9', '24', '23', '27', '20', '30', '7', '5', '28', '15', '19', '4', '3', '14', '21', '26', '18', '13', '12', '10']","['10', '12', '13', '23', '24', '3', '4']","['1', '16', '16', '2']"
